week_start,source_country,target_country,event_count,avg_intensity,min_intensity,trade_event_count,trade_avg_intensity
2015-03-10,Brazil,United States,8,0.55,-4.0,0,
2015-03-10,Canada,China,5,1.3599999999999999,-0.4,0,
2015-03-10,Canada,India,3,2.7999999999999994,2.8,0,
2015-03-10,Canada,United States,11,3.409090909090909,-9.0,0,
2015-03-10,China,France,9,3.111111111111111,1.0,0,
2015-03-10,China,Germany,7,4.2,1.9,0,
2015-03-10,China,India,9,1.7999999999999998,-6.5,0,
2015-03-10,China,Japan,31,2.274193548387097,-0.4,0,
2015-03-10,China,South Korea,39,2.471794871794872,-5.0,0,
2015-03-10,China,United States,27,0.4703703703703703,-10.0,0,
2015-03-10,France,China,10,2.8,0.0,0,
2015-03-10,France,Germany,30,2.3666666666666667,0.0,0,
2015-03-10,France,India,3,2.4,1.0,0,
2015-03-10,France,Japan,19,5.173684210526315,1.0,0,
2015-03-10,France,United States,11,2.090909090909091,-2.0,0,
2015-03-10,Germany,China,7,3.685714285714286,0.0,0,
2015-03-10,Germany,France,29,2.4482758620689653,1.0,0,
2015-03-10,Germany,India,2,-0.6000000000000001,-4.0,0,
2015-03-10,Germany,Japan,20,1.6199999999999999,-5.0,0,
2015-03-10,Germany,United States,21,1.5047619047619047,-2.0,0,
2015-03-10,India,Canada,3,1.8999999999999997,1.9,0,
2015-03-10,India,China,9,-0.3777777777777778,-9.0,0,
2015-03-10,India,France,6,3.15,1.0,0,
2015-03-10,India,Germany,6,3.65,1.9,0,
2015-03-10,India,Japan,3,3.8000000000000003,3.4,0,
2015-03-10,India,United States,25,0.21599999999999997,-5.0,0,
2015-03-10,Japan,China,29,2.393103448275862,-5.0,0,
2015-03-10,Japan,France,16,5.53125,1.0,0,
2015-03-10,Japan,Germany,12,2.2666666666666666,-2.0,0,
2015-03-10,Japan,South Korea,32,3.11875,1.0,0,
2015-03-10,Japan,United States,25,2.792,-5.0,0,
2015-03-10,Mexico,Brazil,1,8.0,8.0,0,
2015-03-10,Mexico,United States,5,-2.8600000000000003,-9.5,0,
2015-03-10,South Korea,China,25,2.0879999999999996,-5.0,0,
2015-03-10,South Korea,Japan,39,2.7923076923076926,-2.0,0,
2015-03-10,South Korea,United States,38,-2.0921052631578947,-9.0,0,
2015-03-10,United States,Brazil,5,0.8,0.0,0,
2015-03-10,United States,Canada,11,3.772727272727273,-5.0,0,
2015-03-10,United States,China,20,1.335,-10.0,0,
2015-03-10,United States,France,7,3.5714285714285716,0.0,0,
2015-03-10,United States,Germany,16,1.875,-5.0,0,
2015-03-10,United States,India,18,1.2000000000000002,-5.0,0,
2015-03-10,United States,Japan,19,3.668421052631579,0.0,0,
2015-03-10,United States,Mexico,2,-5.0,-5.0,0,
2015-03-10,United States,South Korea,33,1.8909090909090909,-2.0,0,
2015-03-17,Brazil,China,1,1.9,1.9,0,
2015-03-17,Brazil,France,1,-2.0,-2.0,0,
2015-03-17,Brazil,United States,4,-3.25,-9.0,0,
2015-03-17,Canada,France,1,4.0,4.0,0,
2015-03-17,Canada,United States,9,2.211111111111111,0.0,0,
2015-03-17,China,Brazil,1,2.8,2.8,0,
2015-03-17,China,France,11,3.2545454545454544,-0.3,0,
2015-03-17,China,Germany,10,1.52,0.0,0,
2015-03-17,China,India,36,3.3555555555555556,0.0,0,
2015-03-17,China,Japan,119,3.3218487394957985,-5.0,0,
2015-03-17,China,South Korea,111,3.0693693693693693,0.0,0,
2015-03-17,China,United States,51,0.8470588235294119,-5.0,0,
2015-03-17,Denmark,Japan,2,2.95,1.9,0,
2015-03-17,France,Canada,1,4.0,4.0,0,
2015-03-17,France,China,15,3.48,0.0,0,
2015-03-17,France,Germany,17,4.31764705882353,0.4,0,
2015-03-17,France,India,1,2.8,2.8,0,
2015-03-17,France,United States,7,4.685714285714285,0.0,0,
2015-03-17,Germany,China,8,2.8625,0.4,0,
2015-03-17,Germany,France,21,3.4952380952380957,0.0,0,
2015-03-17,Germany,India,1,-4.0,-4.0,0,
2015-03-17,Germany,United States,13,2.161538461538462,-4.0,0,
2015-03-17,India,Canada,2,4.0,4.0,0,
2015-03-17,India,China,26,2.9346153846153844,0.0,0,
2015-03-17,India,France,4,3.475,1.9,0,
2015-03-17,India,Germany,1,4.0,4.0,0,
2015-03-17,India,Japan,9,4.044444444444444,1.9,0,
2015-03-17,India,South Korea,2,0.0,0.0,0,
2015-03-17,India,United States,25,-0.38,-9.0,1,-8.0
2015-03-17,Japan,China,115,3.311304347826087,-5.0,0,
2015-03-17,Japan,Denmark,1,2.8,2.8,0,
2015-03-17,Japan,India,9,4.144444444444444,2.8,0,
2015-03-17,Japan,South Korea,127,2.8559055118110237,-2.0,0,
2015-03-17,Japan,United States,188,2.011170212765957,-9.0,0,
2015-03-17,Mexico,United States,2,-5.0,-5.0,0,
2015-03-17,South Korea,China,104,3.1721153846153842,-4.4,0,
2015-03-17,South Korea,India,2,4.0,4.0,0,
2015-03-17,South Korea,Japan,131,2.6755725190839694,-6.5,0,
2015-03-17,South Korea,United States,22,2.772727272727273,0.0,0,
2015-03-17,United States,Brazil,3,-1.6666666666666667,-5.0,0,
2015-03-17,United States,Canada,8,-0.275,-10.0,0,
2015-03-17,United States,China,32,0.7218749999999999,-5.0,0,
2015-03-17,United States,Denmark,2,3.4,3.4,0,
2015-03-17,United States,France,10,4.79,1.0,0,
2015-03-17,United States,Germany,24,2.9125,-7.2,0,
2015-03-17,United States,India,16,1.19375,-5.0,0,
2015-03-17,United States,Japan,127,2.37007874015748,-5.0,0,
2015-03-17,United States,Mexico,6,-5.8,-10.0,0,
2015-03-17,United States,South Korea,44,2.184090909090909,-7.2,0,
2015-03-24,Brazil,China,3,2.0,1.0,0,
2015-03-24,Brazil,India,1,4.0,4.0,0,
2015-03-24,Brazil,Mexico,1,2.8,2.8,0,
2015-03-24,Brazil,United States,7,2.542857142857143,-4.0,0,
2015-03-24,Canada,France,3,-2.4,-5.0,0,
2015-03-24,Canada,India,2,1.4,0.0,0,
2015-03-24,Canada,United States,4,2.075,1.0,0,
2015-03-24,China,Brazil,5,2.56,1.0,0,
2015-03-24,China,Canada,1,3.4,3.4,0,
2015-03-24,China,Denmark,2,1.7,0.0,0,
2015-03-24,China,France,13,4.023076923076923,0.4,0,
2015-03-24,China,Germany,11,1.8181818181818181,0.4,0,
2015-03-24,China,India,28,3.1285714285714286,0.0,0,
2015-03-24,China,Japan,41,2.495121951219512,-10.0,0,
2015-03-24,China,South Korea,13,3.0846153846153848,-0.4,0,
2015-03-24,China,United States,35,3.8085714285714287,-4.0,0,
2015-03-24,Denmark,India,1,4.0,4.0,0,
2015-03-24,Denmark,South Korea,1,4.0,4.0,0,
2015-03-24,France,Canada,1,1.9,1.9,0,
2015-03-24,France,China,13,4.092307692307693,0.4,0,
2015-03-24,France,Germany,52,2.5134615384615384,-4.0,0,
2015-03-24,France,India,3,2.1999999999999997,1.0,0,
2015-03-24,France,United States,18,4.194444444444445,1.0,0,
2015-03-24,Germany,China,8,1.225,0.4,0,
2015-03-24,Germany,France,41,2.2414634146341466,-9.0,0,
2015-03-24,Germany,India,4,2.25,0.0,0,
2015-03-24,Germany,Japan,1,1.9,1.9,0,
2015-03-24,Germany,United States,22,2.609090909090909,1.0,0,
2015-03-24,India,Brazil,1,4.0,4.0,0,
2015-03-24,India,Canada,8,3.2375,0.0,0,
2015-03-24,India,China,43,3.3813953488372093,0.0,0,
2015-03-24,India,France,7,2.9714285714285715,1.0,0,
2015-03-24,India,Germany,7,3.4,1.9,0,
2015-03-24,India,Japan,11,1.8090909090909089,0.0,0,
2015-03-24,India,United States,16,-1.5437500000000002,-5.0,0,
2015-03-24,Japan,China,39,2.4846153846153847,-10.0,0,
2015-03-24,Japan,Germany,4,3.7,2.8,0,
2015-03-24,Japan,India,6,1.6333333333333335,0.0,0,
2015-03-24,Japan,South Korea,27,1.6740740740740743,-5.0,0,
2015-03-24,Japan,United States,62,2.291935483870968,-7.0,0,
2015-03-24,Mexico,Brazil,1,1.9,1.9,0,
2015-03-24,Mexico,United States,1,0.0,0.0,0,
2015-03-24,South Korea,China,13,1.8461538461538463,-2.0,0,
2015-03-24,South Korea,Japan,28,2.0214285714285714,-4.0,0,
2015-03-24,South Korea,United States,44,1.9227272727272726,-5.0,0,
2015-03-24,United States,Brazil,5,0.82,-2.0,0,
2015-03-24,United States,Canada,5,1.92,0.0,0,
2015-03-24,United States,China,39,2.958974358974359,-5.0,0,
2015-03-24,United States,France,30,3.953333333333333,-5.0,0,
2015-03-24,United States,Germany,27,2.077777777777778,-7.2,0,
2015-03-24,United States,India,11,-0.4454545454545455,-10.0,0,
2015-03-24,United States,Japan,64,2.94375,0.0,0,
2015-03-24,United States,Mexico,3,-5.0,-5.0,0,
2015-03-24,United States,South Korea,66,2.8878787878787877,-2.0,0,
2015-03-31,Canada,France,1,2.8,2.8,0,
2015-03-31,Canada,India,5,2.8,2.8,0,
2015-03-31,Canada,South Korea,2,1.9,1.9,0,
2015-03-31,Canada,United States,3,1.8999999999999997,1.9,0,
2015-03-31,China,France,28,3.742857142857143,0.0,0,
2015-03-31,China,Germany,15,3.2199999999999998,0.4,0,
2015-03-31,China,India,15,3.6533333333333333,1.0,0,
2015-03-31,China,Japan,29,3.1655172413793102,0.0,0,
2015-03-31,China,South Korea,5,0.4,-5.0,0,
2015-03-31,China,United States,38,3.0842105263157897,-5.0,0,
2015-03-31,France,Canada,1,1.9,1.9,0,
2015-03-31,France,China,28,3.775,0.0,0,
2015-03-31,France,Denmark,1,-10.0,-10.0,0,
2015-03-31,France,Germany,24,2.7458333333333336,0.0,0,
2015-03-31,France,India,4,2.8,2.8,0,
2015-03-31,France,Mexico,2,2.8,2.8,0,
2015-03-31,France,United States,21,4.271428571428571,0.4,0,
2015-03-31,Germany,China,15,3.2800000000000002,0.4,0,
2015-03-31,Germany,France,25,2.9160000000000004,0.4,0,
2015-03-31,Germany,India,1,2.8,2.8,0,
2015-03-31,Germany,United States,11,3.7636363636363637,-2.0,0,
2015-03-31,India,Canada,9,3.5,1.9,0,
2015-03-31,India,China,10,2.34,-0.4,0,
2015-03-31,India,France,5,2.32,1.9,0,
2015-03-31,India,Germany,2,2.95,1.9,0,
2015-03-31,India,Japan,6,1.4666666666666668,0.0,0,
2015-03-31,India,South Korea,1,1.9,1.9,0,
2015-03-31,India,United States,21,0.42857142857142855,-9.0,0,
2015-03-31,Japan,Brazil,2,4.5,4.5,0,
2015-03-31,Japan,China,29,2.7482758620689656,-2.0,0,
2015-03-31,Japan,Germany,2,4.5,4.5,0,
2015-03-31,Japan,India,7,3.3714285714285714,1.0,0,
2015-03-31,Japan,South Korea,18,2.55,-2.0,0,
2015-03-31,Japan,United States,42,2.4404761904761907,-10.0,0,
2015-03-31,Mexico,France,2,1.9,1.9,0,
2015-03-31,Mexico,United States,2,-4.75,-9.5,0,
2015-03-31,South Korea,Canada,2,2.8,2.8,0,
2015-03-31,South Korea,China,6,0.5,-2.0,0,
2015-03-31,South Korea,France,2,3.4,3.4,0,
2015-03-31,South Korea,Germany,2,3.4,3.4,0,
2015-03-31,South Korea,India,1,2.8,2.8,0,
2015-03-31,South Korea,Japan,38,0.6973684210526315,-5.0,0,
2015-03-31,South Korea,United States,32,1.5656249999999998,-9.0,0,
2015-03-31,United States,Canada,8,0.7999999999999999,-2.0,0,
2015-03-31,United States,China,50,2.9139999999999997,-5.0,0,
2015-03-31,United States,France,23,2.8391304347826085,-5.0,0,
2015-03-31,United States,Germany,14,3.442857142857143,-2.0,0,
2015-03-31,United States,India,28,2.5892857142857144,-7.0,0,
2015-03-31,United States,Japan,50,2.68,-10.0,0,
2015-03-31,United States,Mexico,6,-2.0,-10.0,0,
2015-03-31,United States,South Korea,47,3.1617021276595745,0.0,0,
2015-04-07,Brazil,Mexico,1,4.0,4.0,0,
2015-04-07,Brazil,United States,24,1.8583333333333334,-4.0,0,
2015-04-07,Canada,China,1,0.0,0.0,0,
2015-04-07,Canada,France,2,1.9,1.9,0,
2015-04-07,Canada,Germany,1,-10.0,-10.0,0,
2015-04-07,Canada,India,13,2.8,2.8,0,
2015-04-07,Canada,Mexico,1,0.0,0.0,0,
2015-04-07,Canada,United States,3,1.0,0.0,0,
2015-04-07,China,France,8,5.5,4.0,0,
2015-04-07,China,Germany,5,4.8,4.0,0,
2015-04-07,China,India,13,3.353846153846154,2.8,0,
2015-04-07,China,Japan,29,1.5206896551724138,-5.0,0,
2015-04-07,China,South Korea,12,1.6833333333333333,-9.0,0,
2015-04-07,China,United States,39,1.7897435897435896,-5.0,0,
2015-04-07,France,Canada,2,2.8,2.8,0,
2015-04-07,France,China,11,5.254545454545454,3.4,0,
2015-04-07,France,Germany,30,2.683333333333333,-9.0,0,
2015-04-07,France,India,91,2.6648351648351647,-4.0,0,
2015-04-07,France,United States,10,4.45,1.0,0,
2015-04-07,Germany,Canada,1,-10.0,-10.0,0,
2015-04-07,Germany,China,5,4.8,4.0,0,
2015-04-07,Germany,France,32,2.578125,-9.0,0,
2015-04-07,Germany,India,29,3.1655172413793102,0.0,0,
2015-04-07,Germany,South Korea,1,8.0,8.0,0,
2015-04-07,Germany,United States,4,4.675,2.8,0,
2015-04-07,India,Canada,30,2.79,-5.0,0,
2015-04-07,India,China,20,2.8449999999999998,-0.4,0,
2015-04-07,India,France,125,2.584,-5.0,0,
2015-04-07,India,Germany,43,3.0093023255813955,0.0,0,
2015-04-07,India,Japan,18,2.488888888888889,1.0,0,
2015-04-07,India,United States,24,1.95,-2.0,0,
2015-04-07,Japan,China,24,2.404166666666667,-0.4,0,
2015-04-07,Japan,Germany,1,4.0,4.0,0,
2015-04-07,Japan,India,16,2.43125,0.0,0,
2015-04-07,Japan,South Korea,32,1.653125,-4.0,0,
2015-04-07,Japan,United States,81,2.654320987654321,-9.0,0,
2015-04-07,Mexico,Brazil,3,-2.0,-5.0,0,
2015-04-07,Mexico,United States,4,1.325,0.0,0,
2015-04-07,South Korea,Brazil,1,-5.0,-5.0,0,
2015-04-07,South Korea,China,11,3.472727272727273,0.0,0,
2015-04-07,South Korea,Germany,1,8.0,8.0,0,
2015-04-07,South Korea,Japan,48,-0.20000000000000004,-4.4,0,
2015-04-07,South Korea,United States,58,2.6413793103448273,-0.4,0,
2015-04-07,United States,Brazil,8,1.65,-2.0,0,
2015-04-07,United States,Canada,4,-2.75,-9.0,0,
2015-04-07,United States,China,50,1.232,-2.0,0,
2015-04-07,United States,Denmark,1,0.0,0.0,0,
2015-04-07,United States,France,13,4.346153846153846,1.0,0,
2015-04-07,United States,Germany,5,3.6799999999999997,0.0,0,
2015-04-07,United States,India,36,1.8499999999999999,-5.0,0,
2015-04-07,United States,Japan,76,2.1657894736842103,-10.0,0,
2015-04-07,United States,Mexico,7,-1.7714285714285716,-10.0,0,
2015-04-07,United States,South Korea,64,2.3234375,-7.2,0,
2015-04-14,Brazil,China,2,4.5,1.0,0,
2015-04-14,Brazil,France,1,1.0,1.0,0,
2015-04-14,Brazil,India,2,4.5,1.0,0,
2015-04-14,Brazil,United States,2,3.7,3.4,0,
2015-04-14,Canada,France,1,1.0,1.0,0,
2015-04-14,Canada,Germany,1,1.0,1.0,0,
2015-04-14,Canada,India,95,3.3284210526315787,-8.0,1,-8.0
2015-04-14,Canada,Japan,2,1.9,1.0,0,
2015-04-14,Canada,United States,10,3.66,1.0,0,
2015-04-14,China,Brazil,2,4.5,1.0,0,
2015-04-14,China,France,4,8.0,8.0,0,
2015-04-14,China,India,14,3.2857142857142856,1.0,0,
2015-04-14,China,Japan,21,1.5857142857142856,0.0,0,
2015-04-14,China,South Korea,3,-2.3333333333333335,-9.0,0,
2015-04-14,China,United States,24,2.6,-0.4,0,
2015-04-14,Denmark,South Korea,1,1.9,1.9,0,
2015-04-14,France,Brazil,1,1.0,1.0,0,
2015-04-14,France,Canada,1,1.0,1.0,0,
2015-04-14,France,China,4,8.0,8.0,0,
2015-04-14,France,Germany,14,1.5714285714285714,-5.0,0,
2015-04-14,France,India,6,2.5,1.0,0,
2015-04-14,France,Japan,3,1.2666666666666666,0.0,0,
2015-04-14,France,South Korea,4,1.0,1.0,0,
2015-04-14,France,United States,14,3.0,-9.0,0,
2015-04-14,Germany,Canada,1,1.0,1.0,0,
2015-04-14,Germany,France,12,2.6666666666666665,1.0,0,
2015-04-14,Germany,India,25,2.34,0.0,0,
2015-04-14,Germany,Japan,8,0.7749999999999999,-2.0,0,
2015-04-14,Germany,United States,16,2.78125,0.0,0,
2015-04-14,India,Brazil,3,1.3333333333333333,-5.0,0,
2015-04-14,India,Canada,118,2.971186440677966,0.0,0,
2015-04-14,India,China,15,2.9866666666666664,1.0,0,
2015-04-14,India,France,9,1.1666666666666667,0.0,0,
2015-04-14,India,Germany,30,1.9866666666666668,0.0,0,
2015-04-14,India,Japan,4,1.825,0.4,0,
2015-04-14,India,South Korea,7,2.6142857142857143,1.0,0,
2015-04-14,India,United States,8,1.0125,-2.0,0,
2015-04-14,Japan,Canada,2,1.45,1.0,0,
2015-04-14,Japan,China,24,1.5374999999999999,-2.0,0,
2015-04-14,Japan,France,4,2.325,1.0,0,
2015-04-14,Japan,Germany,7,1.9714285714285715,1.0,0,
2015-04-14,Japan,India,2,1.9,1.0,0,
2015-04-14,Japan,South Korea,29,3.072413793103448,0.0,0,
2015-04-14,Japan,United States,86,1.7848837209302326,-10.0,0,
2015-04-14,Mexico,Germany,1,-5.0,-5.0,0,
2015-04-14,Mexico,United States,6,-5.233333333333333,-10.0,0,
2015-04-14,South Korea,China,3,1.6666666666666667,1.0,0,
2015-04-14,South Korea,Denmark,1,2.8,2.8,0,
2015-04-14,South Korea,France,4,1.0,1.0,0,
2015-04-14,South Korea,India,7,2.3000000000000003,0.0,0,
2015-04-14,South Korea,Japan,50,2.5,-5.0,0,
2015-04-14,South Korea,United States,41,2.1219512195121952,-5.0,0,
2015-04-14,United States,Brazil,1,-2.0,-2.0,0,
2015-04-14,United States,Canada,9,-0.14444444444444451,-5.0,0,
2015-04-14,United States,China,34,1.6500000000000001,-5.0,0,
2015-04-14,United States,France,13,4.530769230769231,-5.0,0,
2015-04-14,United States,Germany,19,3.0,0.0,0,
2015-04-14,United States,India,7,0.7999999999999999,0.0,0,
2015-04-14,United States,Japan,76,2.3328947368421056,-10.0,0,
2015-04-14,United States,Mexico,5,-1.14,-5.0,0,
2015-04-14,United States,South Korea,38,2.518421052631579,0.0,0,
2015-04-21,Brazil,China,1,2.8,2.8,0,
2015-04-21,Brazil,France,1,-2.0,-2.0,0,
2015-04-21,Brazil,India,1,-5.0,-5.0,0,
2015-04-21,Brazil,South Korea,8,3.925,1.0,0,
2015-04-21,Brazil,United States,1,-9.5,-9.5,0,
2015-04-21,Canada,China,1,0.0,0.0,0,
2015-04-21,Canada,India,1,1.0,1.0,0,
2015-04-21,Canada,United States,7,1.7142857142857142,-5.0,0,
2015-04-21,China,Brazil,1,1.9,1.9,0,
2015-04-21,China,France,4,5.75,1.0,0,
2015-04-21,China,Germany,4,5.75,1.0,0,
2015-04-21,China,India,6,2.8000000000000003,0.0,0,
2015-04-21,China,Japan,98,2.3989795918367345,-2.0,0,
2015-04-21,China,South Korea,3,4.166666666666667,1.0,0,
2015-04-21,China,United States,18,0.6388888888888888,-4.4,0,
2015-04-21,France,Brazil,1,0.0,0.0,0,
2015-04-21,France,Canada,1,4.0,4.0,0,
2015-04-21,France,China,7,6.457142857142857,1.0,0,
2015-04-21,France,Germany,5,6.0,1.0,0,
2015-04-21,France,India,4,2.0999999999999996,0.0,0,
2015-04-21,France,United States,2,5.0,3.0,0,
2015-04-21,Germany,China,4,5.75,1.0,0,
2015-04-21,Germany,France,5,6.0,1.0,0,
2015-04-21,Germany,United States,5,2.3,0.0,0,
2015-04-21,India,Canada,1,1.0,1.0,0,
2015-04-21,India,China,9,2.211111111111111,0.0,0,
2015-04-21,India,France,4,2.55,1.9,0,
2015-04-21,India,South Korea,1,1.9,1.9,0,
2015-04-21,India,United States,21,-3.7476190476190476,-10.0,0,
2015-04-21,Japan,China,109,3.0477064220183485,-0.4,0,
2015-04-21,Japan,France,1,-4.0,-4.0,0,
2015-04-21,Japan,India,2,3.7,3.4,0,
2015-04-21,Japan,South Korea,11,2.5,-5.0,0,
2015-04-21,Japan,United States,190,2.6405263157894736,-5.0,0,
2015-04-21,Mexico,Brazil,1,7.0,7.0,0,
2015-04-21,Mexico,United States,7,0.5857142857142856,-7.5,0,
2015-04-21,South Korea,Brazil,10,3.7600000000000002,1.0,0,
2015-04-21,South Korea,China,5,2.2,-5.0,0,
2015-04-21,South Korea,India,1,2.8,2.8,0,
2015-04-21,South Korea,Japan,33,0.7454545454545455,-10.0,0,
2015-04-21,South Korea,United States,32,5.534375,0.0,0,
2015-04-21,United States,Brazil,1,-5.0,-5.0,0,
2015-04-21,United States,Canada,7,1.0285714285714285,-5.0,0,
2015-04-21,United States,China,23,0.6782608695652174,-5.0,0,
2015-04-21,United States,France,1,7.0,7.0,0,
2015-04-21,United States,Germany,4,3.725,1.0,0,
2015-04-21,United States,India,16,-0.53125,-6.5,0,
2015-04-21,United States,Japan,161,2.8484472049689438,-5.0,0,
2015-04-21,United States,Mexico,7,-0.18571428571428555,-10.0,0,
2015-04-21,United States,South Korea,30,5.75,0.0,0,
2015-04-28,Brazil,China,1,8.0,8.0,0,
2015-04-28,Brazil,India,2,1.5,-5.0,0,
2015-04-28,Canada,China,1,-2.0,-2.0,0,
2015-04-28,Canada,India,1,4.0,4.0,0,
2015-04-28,Canada,South Korea,1,4.5,4.5,0,
2015-04-28,Canada,United States,3,2.3333333333333335,0.0,0,
2015-04-28,China,Brazil,1,8.0,8.0,0,
2015-04-28,China,India,13,2.7461538461538457,0.0,0,
2015-04-28,China,Japan,39,3.005128205128205,-4.0,0,
2015-04-28,China,South Korea,5,2.2,-5.0,0,
2015-04-28,China,United States,15,-1.5666666666666667,-6.5,0,
2015-04-28,Denmark,Germany,1,2.8,2.8,0,
2015-04-28,France,Canada,2,2.0,0.0,0,
2015-04-28,France,Germany,8,1.25,-2.0,0,
2015-04-28,France,India,9,2.611111111111111,0.0,0,
2015-04-28,France,United States,3,-0.2333333333333334,-6.5,0,
2015-04-28,Germany,China,1,0.4,0.4,0,
2015-04-28,Germany,Denmark,3,1.7666666666666666,0.0,0,
2015-04-28,Germany,France,8,-0.125,-2.0,0,
2015-04-28,Germany,India,1,5.2,5.2,0,
2015-04-28,Germany,United States,5,-0.2,-2.0,0,
2015-04-28,India,Brazil,1,8.0,8.0,0,
2015-04-28,India,China,15,2.9466666666666668,1.0,0,
2015-04-28,India,France,6,1.9333333333333333,0.0,0,
2015-04-28,India,Japan,6,4.366666666666666,2.8,0,
2015-04-28,India,United States,13,-0.9153846153846155,-6.5,0,
2015-04-28,Japan,China,38,3.2263157894736842,-2.0,0,
2015-04-28,Japan,India,7,3.6142857142857143,0.4,0,
2015-04-28,Japan,South Korea,8,3.625,-2.0,0,
2015-04-28,Japan,United States,248,2.0338709677419353,-6.5,0,
2015-04-28,Mexico,China,1,0.0,0.0,0,
2015-04-28,South Korea,China,14,0.4428571428571429,-9.0,0,
2015-04-28,South Korea,Japan,51,-0.2235294117647059,-5.0,0,
2015-04-28,South Korea,United States,20,3.005,-5.0,0,
2015-04-28,United States,Canada,3,0.0,-5.0,0,
2015-04-28,United States,China,15,0.26666666666666666,-2.0,0,
2015-04-28,United States,France,27,2.3851851851851853,-10.0,0,
2015-04-28,United States,Germany,7,-1.7142857142857142,-5.0,0,
2015-04-28,United States,India,25,-0.9840000000000001,-10.0,0,
2015-04-28,United States,Japan,226,2.486283185840708,-6.5,0,
2015-04-28,United States,Mexico,2,-0.8,-5.0,0,
2015-04-28,United States,South Korea,10,4.4399999999999995,0.0,0,
2015-05-05,Brazil,China,1,2.5,2.5,0,
2015-05-05,Brazil,India,1,-9.0,-9.0,0,
2015-05-05,Brazil,United States,2,3.2,3.0,0,
2015-05-05,Canada,India,1,-4.0,-4.0,0,
2015-05-05,Canada,United States,5,2.98,-5.0,0,
2015-05-05,China,Brazil,5,3.7,2.5,0,
2015-05-05,China,Canada,1,4.0,4.0,0,
2015-05-05,China,Denmark,1,3.5,3.5,0,
2015-05-05,China,France,2,3.4,2.8,0,
2015-05-05,China,India,49,2.4714285714285715,-6.5,0,
2015-05-05,China,Japan,46,2.3086956521739133,-10.0,0,
2015-05-05,China,South Korea,14,4.642857142857143,2.8,0,
2015-05-05,China,United States,34,1.0147058823529411,-5.0,0,
2015-05-05,Denmark,China,5,3.78,0.0,0,
2015-05-05,France,China,4,1.575,0.0,0,
2015-05-05,France,Germany,7,2.5714285714285716,1.0,0,
2015-05-05,France,India,10,4.12,2.8,0,
2015-05-05,France,United States,8,1.425,0.0,0,
2015-05-05,Germany,France,7,1.7857142857142858,-2.0,0,
2015-05-05,Germany,India,1,2.8,2.8,0,
2015-05-05,Germany,Japan,1,2.8,2.8,0,
2015-05-05,Germany,United States,7,0.42857142857142855,-4.0,0,
2015-05-05,India,China,76,2.371052631578947,-6.5,0,
2015-05-05,India,France,7,3.6571428571428575,1.9,0,
2015-05-05,India,Germany,1,1.9,1.9,0,
2015-05-05,India,Japan,3,2.2666666666666666,1.9,0,
2015-05-05,India,South Korea,9,3.533333333333333,1.9,0,
2015-05-05,India,United States,17,-0.6647058823529411,-10.0,0,
2015-05-05,Japan,China,33,3.2909090909090906,-9.0,0,
2015-05-05,Japan,France,1,0.0,0.0,0,
2015-05-05,Japan,Germany,1,1.9,1.9,0,
2015-05-05,Japan,India,2,2.8,2.8,0,
2015-05-05,Japan,South Korea,7,2.7142857142857144,1.0,0,
2015-05-05,Japan,United States,25,2.536,-2.0,0,
2015-05-05,Mexico,United States,2,5.2,5.2,0,
2015-05-05,South Korea,China,17,4.264705882352941,1.9,0,
2015-05-05,South Korea,France,1,3.0,3.0,0,
2015-05-05,South Korea,India,2,2.8,2.8,0,
2015-05-05,South Korea,Japan,14,0.5,-2.0,0,
2015-05-05,South Korea,United States,40,2.7350000000000003,1.0,0,
2015-05-05,United States,Canada,7,-1.8857142857142857,-10.0,0,
2015-05-05,United States,China,57,2.3929824561403508,-5.0,0,
2015-05-05,United States,France,8,-0.25,-5.0,0,
2015-05-05,United States,Germany,3,-0.3333333333333333,-2.0,0,
2015-05-05,United States,India,14,0.4642857142857143,-10.0,0,
2015-05-05,United States,Japan,20,0.7,-10.0,0,
2015-05-05,United States,Mexico,3,-1.3333333333333333,-2.0,0,
2015-05-05,United States,South Korea,48,2.827083333333333,-2.0,0,
2015-05-12,Brazil,China,19,2.736842105263158,1.0,0,
2015-05-12,Brazil,Mexico,3,3.0,1.0,0,
2015-05-12,Canada,United States,4,1.725,0.0,0,
2015-05-12,China,Brazil,45,3.14,1.0,0,
2015-05-12,China,France,8,3.15,1.0,0,
2015-05-12,China,Germany,2,6.25,4.5,0,
2015-05-12,China,India,339,3.1551622418879055,-9.5,0,
2015-05-12,China,Japan,21,1.9095238095238096,-5.0,0,
2015-05-12,China,South Korea,11,4.154545454545455,1.0,0,
2015-05-12,China,United States,154,1.8194805194805195,-5.0,0,
2015-05-12,France,China,9,1.1444444444444444,-5.0,0,
2015-05-12,France,Germany,4,6.25,4.0,0,
2015-05-12,France,India,4,2.125,1.0,0,
2015-05-12,France,United States,4,3.75,0.0,0,
2015-05-12,Germany,China,1,8.0,8.0,0,
2015-05-12,Germany,France,4,6.25,4.0,0,
2015-05-12,Germany,India,1,5.2,5.2,0,
2015-05-12,Germany,United States,2,1.0,1.0,0,
2015-05-12,India,China,410,2.8336585365853657,-5.0,0,
2015-05-12,India,France,4,1.9,1.0,0,
2015-05-12,India,Germany,1,3.0,3.0,0,
2015-05-12,India,Japan,1,3.5,3.5,0,
