week_start,source_country,target_country,event_count,avg_intensity,min_intensity,trade_event_count,trade_avg_intensity
2015-11-03,China,Germany,1,8.0,8.0,0,
2015-11-03,China,India,40,2.2350000000000003,0.0,0,
2015-11-03,China,Japan,41,2.7756097560975608,-5.0,0,
2015-11-03,China,South Korea,12,3.0833333333333335,1.0,0,
2015-11-03,China,United States,72,1.3305555555555555,-4.0,0,
2015-11-03,Denmark,United States,1,1.0,1.0,0,
2015-11-03,France,China,5,5.7,1.0,0,
2015-11-03,France,Germany,12,3.0749999999999997,0.0,0,
2015-11-03,France,India,2,2.6,0.0,0,
2015-11-03,France,Japan,1,-4.0,-4.0,0,
2015-11-03,France,South Korea,7,3.914285714285714,1.9,0,
2015-11-03,France,United States,2,8.0,8.0,0,
2015-11-03,Germany,China,1,8.0,8.0,0,
2015-11-03,Germany,France,10,3.38,1.0,0,
2015-11-03,Germany,India,1,1.0,1.0,0,
2015-11-03,Germany,South Korea,3,5.6000000000000005,2.8,0,
2015-11-03,Germany,United States,2,4.5,1.0,0,
2015-11-03,India,China,30,2.463333333333333,0.0,0,
2015-11-03,India,Germany,3,-2.6666666666666665,-5.0,0,
2015-11-03,India,United States,10,1.26,-4.0,0,
2015-11-03,Japan,Brazil,1,0.0,0.0,0,
2015-11-03,Japan,China,38,1.8184210526315787,-10.0,0,
2015-11-03,Japan,South Korea,48,3.6374999999999997,0.0,0,
2015-11-03,Japan,United States,18,2.461111111111111,-6.5,0,
2015-11-03,Mexico,United States,2,-4.5,-5.0,0,
2015-11-03,South Korea,China,14,3.1,0.0,0,
2015-11-03,South Korea,France,7,4.042857142857143,2.8,0,
2015-11-03,South Korea,Germany,4,3.475,-2.0,0,
2015-11-03,South Korea,Japan,56,2.9232142857142853,-5.0,0,
2015-11-03,South Korea,United States,4,3.075,1.9,0,
2015-11-03,United States,Canada,21,0.047619047619047616,-4.0,0,
2015-11-03,United States,China,71,1.3492957746478873,-5.0,0,
2015-11-03,United States,Denmark,1,1.0,1.0,0,
2015-11-03,United States,France,9,1.0555555555555556,-9.5,0,
2015-11-03,United States,Germany,3,4.133333333333334,1.0,0,
2015-11-03,United States,India,12,-0.16666666666666674,-9.2,0,
2015-11-03,United States,Japan,18,0.611111111111111,-7.2,0,
2015-11-03,United States,Mexico,4,-3.625,-9.5,0,
2015-11-03,United States,South Korea,12,2.3000000000000003,-2.0,0,
2015-11-10,Brazil,China,3,1.6333333333333335,0.4,0,
2015-11-10,Brazil,France,1,3.4,3.4,0,
2015-11-10,Brazil,India,2,2.25,1.0,0,
2015-11-10,Canada,China,7,1.7142857142857142,1.0,0,
2015-11-10,Canada,France,5,2.44,1.0,0,
2015-11-10,Canada,Japan,4,1.0,1.0,0,
2015-11-10,Canada,South Korea,1,1.0,1.0,0,
2015-11-10,Canada,United States,15,0.16666666666666666,-10.0,0,
2015-11-10,China,Brazil,3,-0.16666666666666666,-5.0,0,
2015-11-10,China,Canada,7,1.7142857142857142,1.0,0,
2015-11-10,China,France,30,1.6766666666666665,-10.0,0,
2015-11-10,China,Germany,5,-1.3199999999999998,-10.0,0,
2015-11-10,China,India,16,2.46875,0.0,0,
2015-11-10,China,Japan,19,1.5473684210526315,-10.0,0,
2015-11-10,China,South Korea,11,2.9454545454545453,1.0,0,
2015-11-10,China,United States,59,2.010169491525424,-2.0,0,
2015-11-10,Denmark,France,1,-2.0,-2.0,0,
2015-11-10,France,Brazil,2,-3.3,-10.0,0,
2015-11-10,France,Canada,4,2.5,1.0,0,
2015-11-10,France,China,5,-2.7600000000000002,-10.0,0,
2015-11-10,France,Germany,11,0.36363636363636354,-10.0,0,
2015-11-10,France,India,1,0.0,0.0,0,
2015-11-10,France,Japan,1,1.0,1.0,0,
2015-11-10,France,South Korea,1,2.8,2.8,0,
2015-11-10,France,United States,43,0.830232558139535,-10.0,0,
2015-11-10,Germany,France,23,1.9956521739130435,-2.0,0,
2015-11-10,Germany,United States,2,5.2,4.0,0,
2015-11-10,India,Brazil,2,2.25,1.0,0,
2015-11-10,India,China,12,1.7000000000000002,-2.0,0,
2015-11-10,India,France,18,1.7333333333333334,-7.2,0,
2015-11-10,India,Japan,5,3.9,1.0,0,
2015-11-10,India,South Korea,1,1.0,1.0,0,
2015-11-10,India,United States,14,1.2785714285714285,-2.0,0,
2015-11-10,Japan,Canada,4,1.0,1.0,0,
2015-11-10,Japan,China,32,1.0625,-5.0,0,
2015-11-10,Japan,France,16,1.66875,-7.2,0,
2015-11-10,Japan,Germany,4,3.45,3.4,0,
2015-11-10,Japan,India,8,3.8125,1.0,0,
2015-11-10,Japan,South Korea,62,3.5338709677419353,0.0,0,
2015-11-10,Japan,United States,18,3.183333333333333,0.4,0,
2015-11-10,Mexico,United States,6,3.8000000000000003,0.0,0,
2015-11-10,South Korea,Brazil,1,3.4,3.4,0,
2015-11-10,South Korea,Canada,1,1.0,1.0,0,
2015-11-10,South Korea,China,11,2.609090909090909,1.0,0,
2015-11-10,South Korea,France,22,2.9909090909090907,-2.0,0,
2015-11-10,South Korea,India,3,0.06666666666666665,-0.4,0,
2015-11-10,South Korea,Japan,92,2.3163043478260867,-5.0,0,
2015-11-10,South Korea,United States,10,3.7,1.0,0,
2015-11-10,United States,Canada,17,1.8823529411764706,-4.0,0,
2015-11-10,United States,China,71,0.9760563380281689,-7.2,0,
2015-11-10,United States,France,128,2.234375,-10.0,0,
2015-11-10,United States,Germany,6,2.3333333333333335,-2.0,0,
2015-11-10,United States,India,19,0.010526315789473694,-5.0,0,
2015-11-10,United States,Japan,16,2.70625,0.0,0,
2015-11-10,United States,Mexico,5,-3.08,-9.0,0,
2015-11-10,United States,South Korea,8,3.625,1.0,0,
2015-11-17,Brazil,China,1,1.0,1.0,0,
2015-11-17,Brazil,France,8,1.2,0.0,0,
2015-11-17,Brazil,India,3,1.0,1.0,0,
2015-11-17,Brazil,Japan,9,3.7333333333333334,1.9,0,
2015-11-17,Brazil,United States,2,-1.0,-2.0,0,
2015-11-17,Canada,China,1,1.0,1.0,0,
2015-11-17,Canada,France,2,2.0,0.0,0,
2015-11-17,Canada,South Korea,8,3.15,1.0,0,
2015-11-17,Canada,United States,18,0.6666666666666666,-5.0,0,
2015-11-17,China,Brazil,1,1.0,1.0,0,
2015-11-17,China,Canada,2,2.25,1.0,0,
2015-11-17,China,France,8,0.37499999999999983,-7.2,0,
2015-11-17,China,Germany,1,1.9,1.9,0,
2015-11-17,China,India,57,3.287719298245614,0.0,0,
2015-11-17,China,Japan,21,1.9952380952380953,-5.0,0,
2015-11-17,China,Mexico,5,2.7,1.0,0,
2015-11-17,China,South Korea,15,2.12,0.0,0,
2015-11-17,China,United States,59,0.5457627118644067,-10.0,0,
2015-11-17,France,Brazil,6,1.3,1.0,0,
2015-11-17,France,Canada,1,-10.0,-10.0,0,
2015-11-17,France,China,10,-0.65,-10.0,0,
2015-11-17,France,Germany,9,0.48888888888888893,-10.0,0,
2015-11-17,France,India,15,4.213333333333334,1.9,0,
2015-11-17,France,Japan,6,4.2,2.8,0,
2015-11-17,France,South Korea,1,2.8,2.8,0,
2015-11-17,France,United States,49,1.9346938775510203,-10.0,0,
2015-11-17,Germany,China,2,1.4,0.0,0,
2015-11-17,Germany,France,16,2.3375,0.0,0,
2015-11-17,Germany,South Korea,1,2.8,2.8,0,
2015-11-17,Germany,United States,7,2.7142857142857144,1.0,0,
2015-11-17,India,Brazil,4,1.5,1.0,0,
2015-11-17,India,China,59,3.323728813559322,0.0,0,
2015-11-17,India,France,13,3.446153846153846,0.0,0,
2015-11-17,India,Germany,1,0.0,0.0,0,
2015-11-17,India,Japan,8,1.5625,0.0,0,
2015-11-17,India,South Korea,1,1.0,1.0,0,
2015-11-17,India,United States,12,-1.5249999999999997,-9.2,0,
2015-11-17,Japan,Brazil,5,2.9799999999999995,0.4,0,
2015-11-17,Japan,Canada,3,3.5,3.5,0,
2015-11-17,Japan,China,35,1.5971428571428572,-2.0,0,
2015-11-17,Japan,France,12,3.4250000000000003,0.0,0,
2015-11-17,Japan,Germany,2,3.4,3.4,0,
2015-11-17,Japan,India,6,1.5833333333333333,1.0,0,
2015-11-17,Japan,South Korea,9,3.2777777777777777,1.0,0,
2015-11-17,Japan,United States,31,1.3903225806451613,-5.0,0,
2015-11-17,Mexico,China,5,2.7,1.0,0,
2015-11-17,Mexico,South Korea,3,3.4,1.0,0,
2015-11-17,Mexico,United States,1,1.9,1.9,0,
2015-11-17,South Korea,Canada,16,3.05,0.4,0,
2015-11-17,South Korea,China,23,3.321739130434783,1.0,0,
2015-11-17,South Korea,France,8,3.0875,0.0,0,
2015-11-17,South Korea,Germany,1,1.9,1.9,0,
2015-11-17,South Korea,India,1,1.0,1.0,0,
2015-11-17,South Korea,Japan,9,3.2777777777777777,1.0,0,
2015-11-17,South Korea,Mexico,3,2.6666666666666665,1.0,0,
2015-11-17,South Korea,United States,18,2.411111111111111,0.0,0,
2015-11-17,United States,Canada,15,1.16,-5.0,0,
2015-11-17,United States,China,69,0.26811594202898553,-10.0,0,
2015-11-17,United States,France,64,1.04375,-5.0,0,
2015-11-17,United States,Germany,5,1.0,1.0,0,
2015-11-17,United States,India,8,0.475,-5.0,0,
2015-11-17,United States,Japan,27,2.111111111111111,0.0,0,
2015-11-17,United States,Mexico,2,0.3999999999999999,-2.0,0,
2015-11-17,United States,South Korea,9,2.9,1.9,0,
2015-11-24,Brazil,China,4,2.625,1.0,0,
2015-11-24,Brazil,France,8,2.825,0.0,0,
2015-11-24,Brazil,India,1,4.0,4.0,0,
2015-11-24,Brazil,Japan,7,-0.5142857142857143,-6.5,0,
2015-11-24,Canada,China,1,-2.0,-2.0,0,
2015-11-24,Canada,France,10,2.94,0.0,0,
2015-11-24,Canada,Japan,1,1.9,1.9,0,
2015-11-24,Canada,United States,3,-1.3333333333333333,-2.0,0,
2015-11-24,China,Brazil,4,2.625,1.0,0,
2015-11-24,China,Canada,1,-2.0,-2.0,0,
2015-11-24,China,France,14,2.357142857142857,0.4,0,
2015-11-24,China,India,6,2.533333333333333,0.0,0,
2015-11-24,China,Japan,6,1.6666666666666667,0.0,0,
2015-11-24,China,South Korea,22,5.418181818181818,0.0,0,
2015-11-24,China,United States,28,2.835714285714286,0.0,0,
2015-11-24,Denmark,France,2,1.9,1.9,0,
2015-11-24,France,Brazil,3,2.5,1.9,0,
2015-11-24,France,Canada,3,3.4333333333333336,2.8,0,
2015-11-24,France,China,8,2.3375,0.0,0,
2015-11-24,France,Denmark,2,2.8,2.8,0,
2015-11-24,France,Germany,12,2.175,0.0,0,
2015-11-24,France,India,16,1.9812499999999997,-10.0,0,
2015-11-24,France,Japan,8,2.65,1.0,0,
2015-11-24,France,South Korea,2,3.4,2.8,0,
2015-11-24,France,United States,48,2.6770833333333335,0.0,0,
2015-11-24,Germany,Brazil,1,4.0,4.0,0,
2015-11-24,Germany,China,1,0.0,0.0,0,
2015-11-24,Germany,France,16,2.425,0.0,0,
2015-11-24,Germany,Japan,1,1.9,1.9,0,
2015-11-24,Germany,United States,2,2.65,2.5,0,
2015-11-24,India,Brazil,1,4.0,4.0,0,
2015-11-24,India,Canada,2,-5.0,-5.0,0,
2015-11-24,India,China,11,3.090909090909091,0.0,0,
2015-11-24,India,France,21,1.4047619047619047,-4.0,0,
2015-11-24,India,Japan,9,3.9000000000000004,1.0,0,
2015-11-24,India,South Korea,2,2.3499999999999996,1.9,0,
2015-11-24,India,United States,35,2.1314285714285712,-6.5,0,
2015-11-24,Japan,Brazil,2,1.9,1.0,0,
2015-11-24,Japan,Canada,1,2.8,2.8,0,
2015-11-24,Japan,China,7,0.8571428571428571,-4.0,0,
2015-11-24,Japan,France,9,1.822222222222222,0.0,0,
2015-11-24,Japan,Germany,1,2.8,2.8,0,
2015-11-24,Japan,India,13,3.792307692307692,1.0,0,
2015-11-24,Japan,South Korea,15,3.2666666666666666,0.0,0,
2015-11-24,Japan,United States,17,2.4588235294117644,-6.5,0,
2015-11-24,Mexico,Brazil,2,-2.5,-5.0,0,
2015-11-24,Mexico,United States,1,-10.0,-10.0,0,
2015-11-24,South Korea,China,24,4.670833333333333,-2.0,0,
2015-11-24,South Korea,France,11,1.190909090909091,-10.0,0,
2015-11-24,South Korea,Germany,1,-2.0,-2.0,0,
2015-11-24,South Korea,India,3,1.5666666666666664,0.0,0,
2015-11-24,South Korea,Japan,7,1.2857142857142858,-5.0,0,
2015-11-24,South Korea,United States,6,3.9499999999999997,1.0,0,
2015-11-24,United States,China,39,2.08974358974359,-2.0,0,
2015-11-24,United States,France,82,2.0158536585365856,-10.0,0,
2015-11-24,United States,Germany,2,2.2,1.9,0,
2015-11-24,United States,India,44,1.1545454545454545,-6.5,0,
2015-11-24,United States,Japan,17,2.8000000000000003,0.0,0,
2015-11-24,United States,Mexico,3,1.9333333333333333,-5.0,0,
2015-11-24,United States,South Korea,9,4.011111111111111,0.0,0,
2015-12-01,Brazil,France,2,1.0,1.0,0,
2015-12-01,Brazil,United States,1,0.0,0.0,0,
2015-12-01,Canada,France,1,1.9,1.9,0,
2015-12-01,Canada,United States,5,1.4,0.0,0,
2015-12-01,China,Brazil,1,4.0,4.0,0,
2015-12-01,China,France,8,1.4124999999999999,-2.0,0,
2015-12-01,China,India,5,1.64,0.0,0,
2015-12-01,China,Japan,43,2.1581395348837207,-4.4,0,
2015-12-01,China,South Korea,11,3.5727272727272723,0.0,0,
2015-12-01,China,United States,33,2.984848484848485,-10.0,0,
2015-12-01,France,Brazil,2,1.0,1.0,0,
2015-12-01,France,Canada,1,2.8,2.8,0,
2015-12-01,France,China,9,2.1333333333333333,-0.4,0,
2015-12-01,France,Germany,6,1.45,1.0,0,
2015-12-01,France,India,6,1.7,-5.0,0,
2015-12-01,France,Japan,2,-2.0,-5.0,0,
2015-12-01,France,South Korea,10,2.62,1.0,0,
2015-12-01,France,United States,17,1.741176470588235,-10.0,0,
2015-12-01,Germany,France,8,1.4249999999999998,0.0,0,
2015-12-01,India,China,3,2.733333333333333,1.9,0,
2015-12-01,India,France,3,1.8999999999999997,1.9,0,
2015-12-01,India,Japan,9,3.6222222222222222,1.0,0,
2015-12-01,India,United States,14,1.207142857142857,-2.0,0,
2015-12-01,Japan,China,36,2.4722222222222223,1.0,0,
2015-12-01,Japan,France,1,1.0,1.0,0,
2015-12-01,Japan,India,18,3.0166666666666666,0.0,0,
2015-12-01,Japan,South Korea,12,2.9416666666666664,-9.2,0,
2015-12-01,Japan,United States,31,2.6838709677419357,-10.0,0,
2015-12-01,Mexico,United States,1,3.0,3.0,0,
2015-12-01,South Korea,China,9,2.933333333333333,-5.0,0,
2015-12-01,South Korea,France,12,1.758333333333333,0.0,0,
2015-12-01,South Korea,Japan,14,2.4071428571428575,-4.4,0,
2015-12-01,South Korea,United States,8,1.2125,0.0,0,
2015-12-01,United States,Canada,5,2.7600000000000002,1.0,0,
2015-12-01,United States,China,40,2.65,-10.0,0,
2015-12-01,United States,France,30,1.9866666666666668,0.0,0,
2015-12-01,United States,Germany,6,2.2666666666666666,0.0,0,
2015-12-01,United States,India,14,2.25,-5.0,0,
2015-12-01,United States,Japan,21,2.723809523809524,-2.0,0,
2015-12-01,United States,Mexico,3,0.3333333333333333,-2.0,0,
2015-12-01,United States,South Korea,10,1.44,-2.0,0,
2015-12-08,Brazil,Germany,3,2.6,1.9,0,
2015-12-08,Brazil,India,1,1.0,1.0,0,
2015-12-08,Brazil,United States,10,1.6300000000000001,-2.0,0,
2015-12-08,Canada,France,3,0.0,0.0,0,
2015-12-08,Canada,United States,4,0.975,-2.0,0,
2015-12-08,China,Germany,3,8.0,8.0,0,
2015-12-08,China,India,6,-1.0,-2.0,0,
2015-12-08,China,Japan,11,3.4272727272727277,1.0,0,
2015-12-08,China,South Korea,27,1.8814814814814813,-5.0,0,
2015-12-08,China,United States,36,2.386111111111111,-5.0,0,
2015-12-08,France,Brazil,2,5.2,3.4,0,
2015-12-08,France,Germany,4,3.5,0.0,0,
2015-12-08,France,India,2,2.8,2.8,0,
2015-12-08,France,Japan,5,3.28,0.0,0,
2015-12-08,France,South Korea,3,2.1999999999999997,1.0,0,
2015-12-08,France,United States,19,1.7052631578947368,-2.0,0,
2015-12-08,Germany,Brazil,2,2.8,2.8,0,
2015-12-08,Germany,China,4,5.5,-2.0,0,
2015-12-08,Germany,Denmark,1,-5.0,-5.0,0,
2015-12-08,Germany,France,4,4.35,3.4,0,
2015-12-08,Germany,South Korea,3,-5.0,-5.0,0,
2015-12-08,Germany,United States,6,-2.75,-10.0,0,
2015-12-08,India,Brazil,1,1.0,1.0,0,
2015-12-08,India,China,3,0.6666666666666666,-2.0,0,
2015-12-08,India,Denmark,1,-9.0,-9.0,0,
2015-12-08,India,France,8,-2.65,-5.0,0,
2015-12-08,India,Germany,1,5.2,5.2,0,
2015-12-08,India,Japan,87,4.5218390804597695,0.0,0,
2015-12-08,India,United States,43,0.9534883720930233,-6.5,0,
2015-12-08,Japan,China,11,3.4272727272727277,1.0,0,
2015-12-08,Japan,France,4,3.425,1.9,0,
2015-12-08,Japan,India,124,4.192741935483871,-4.4,0,
2015-12-08,Japan,South Korea,34,-3.15,-5.0,0,
2015-12-08,Japan,United States,5,-0.38000000000000006,-10.0,0,
2015-12-08,Mexico,United States,4,-6.1,-7.2,0,
2015-12-08,South Korea,China,24,-1.3458333333333332,-10.0,0,
2015-12-08,South Korea,France,9,2.533333333333333,1.0,0,
2015-12-08,South Korea,India,1,6.0,6.0,0,
2015-12-08,South Korea,Japan,16,-0.23750000000000002,-10.0,0,
2015-12-08,South Korea,United States,16,1.79375,-4.0,0,
2015-12-08,United States,Brazil,6,3.15,1.0,0,
2015-12-08,United States,Canada,5,1.06,-5.0,0,
2015-12-08,United States,China,35,2.4514285714285715,-2.0,0,
2015-12-08,United States,France,21,1.5238095238095237,0.0,0,
2015-12-08,United States,Germany,8,2.925,0.0,0,
2015-12-08,United States,India,39,1.641025641025641,-4.0,0,
2015-12-08,United States,Japan,7,0.49999999999999994,-7.2,0,
2015-12-08,United States,Mexico,6,-0.16666666666666666,-2.0,0,
2015-12-08,United States,South Korea,13,1.7538461538461538,-0.4,0,
2015-12-15,Brazil,China,1,0.0,0.0,0,
2015-12-15,Brazil,Mexico,1,7.0,7.0,0,
2015-12-15,Canada,China,3,4.5,4.5,0,
2015-12-15,Canada,India,1,-5.0,-5.0,0,
2015-12-15,Canada,South Korea,2,7.0,7.0,0,
2015-12-15,Canada,United States,6,0.4166666666666667,-2.0,0,
2015-12-15,China,France,3,1.0,1.0,0,
2015-12-15,China,Germany,1,1.9,1.9,0,
2015-12-15,China,Japan,1,-2.0,-2.0,0,
2015-12-15,China,South Korea,13,3.4000000000000004,-5.0,0,
2015-12-15,China,United States,72,-0.3763888888888889,-5.8,0,
2015-12-15,Denmark,United States,1,2.8,2.8,0,
2015-12-15,France,Brazil,1,0.0,0.0,0,
2015-12-15,France,China,3,1.0,1.0,0,
2015-12-15,France,Germany,2,6.25,4.5,0,
2015-12-15,France,United States,22,2.090909090909091,-10.0,0,
2015-12-15,Germany,China,1,2.8,2.8,0,
2015-12-15,Germany,France,2,6.25,4.5,0,
2015-12-15,Germany,United States,2,-4.0,-4.0,0,
2015-12-15,India,Brazil,1,0.0,0.0,0,
2015-12-15,India,Canada,5,-9.0,-9.0,0,
2015-12-15,India,China,1,3.0,3.0,0,
2015-12-15,India,Japan,12,5.233333333333333,2.8,0,
2015-12-15,India,United States,49,-0.6040816326530613,-9.0,0,
2015-12-15,Japan,India,12,3.9916666666666667,-5.8,0,
2015-12-15,Japan,South Korea,13,2.0461538461538464,-5.0,0,
2015-12-15,Japan,United States,13,5.546153846153846,1.0,0,
2015-12-15,Mexico,Brazil,1,7.0,7.0,0,
2015-12-15,Mexico,United States,3,4.333333333333333,1.0,0,
2015-12-15,South Korea,China,10,4.7299999999999995,1.9,0,
2015-12-15,South Korea,France,2,3.2,3.0,0,
2015-12-15,South Korea,Japan,27,3.0925925925925926,-5.0,0,
2015-12-15,South Korea,United States,12,3.525,0.0,0,
2015-12-15,United States,Canada,1,3.5,3.5,0,
2015-12-15,United States,China,22,0.5954545454545455,-2.0,0,
2015-12-15,United States,Denmark,1,1.9,1.9,0,
2015-12-15,United States,France,26,1.4538461538461538,-4.0,0,
2015-12-15,United States,India,46,0.41304347826086957,-9.0,1,-5.0
2015-12-15,United States,Japan,16,2.2375,-5.0,0,
2015-12-15,United States,Mexico,7,1.5714285714285714,-2.0,0,
2015-12-15,United States,South Korea,10,3.96,0.0,0,
2015-12-22,Brazil,United States,1,4.0,4.0,0,
2015-12-22,Canada,India,4,3.4,2.8,0,
2015-12-22,Canada,South Korea,1,-2.0,-2.0,0,
2015-12-22,Canada,United States,6,4.0,4.0,0,
2015-12-22,China,France,13,-1.5384615384615385,-5.0,0,
2015-12-22,China,India,6,2.533333333333333,0.0,0,
2015-12-22,China,Japan,17,-3.3529411764705883,-5.0,0,
2015-12-22,China,South Korea,12,3.483333333333333,-10.0,0,
2015-12-22,China,United States,14,-0.42857142857142855,-9.2,0,
2015-12-22,France,China,5,1.2,-2.0,0,
2015-12-22,France,Germany,2,5.4,2.8,0,
2015-12-22,France,India,3,1.5999999999999999,1.0,0,
2015-12-22,France,Japan,1,3.0,3.0,0,
2015-12-22,France,United States,1,-2.0,-2.0,0,
2015-12-22,Germany,France,2,4.95,1.9,0,
2015-12-22,Germany,United States,2,2.0,1.0,0,
2015-12-22,India,Canada,4,2.95,1.9,0,
2015-12-22,India,China,3,2.1333333333333333,1.0,0,
2015-12-22,India,France,5,0.78,0.0,0,
2015-12-22,India,Japan,3,2.1999999999999997,1.0,0,
2015-12-22,India,South Korea,1,6.4,6.4,0,
2015-12-22,India,United States,30,-0.15333333333333338,-10.0,0,
2015-12-22,Japan,China,3,0.6666666666666666,-2.0,0,
2015-12-22,Japan,India,3,1.5999999999999999,1.0,0,
2015-12-22,Japan,South Korea,240,3.5525,-5.0,0,
2015-12-22,Japan,United States,5,2.1,0.0,0,
2015-12-22,Mexico,United States,4,-2.25,-5.0,0,
2015-12-22,South Korea,China,15,3.5866666666666664,-10.0,0,
2015-12-22,South Korea,Japan,226,4.03141592920354,-5.0,0,
2015-12-22,South Korea,United States,1,0.0,0.0,0,
2015-12-22,United States,Canada,9,2.9444444444444446,-5.0,0,
2015-12-22,United States,China,12,0.5,-2.0,0,
2015-12-22,United States,France,1,-10.0,-10.0,0,
2015-12-22,United States,Germany,4,-1.5,-5.0,0,
2015-12-22,United States,India,35,-1.1514285714285715,-6.5,0,
2015-12-22,United States,Japan,13,3.0846153846153848,0.0,0,
2015-12-22,United States,Mexico,1,1.0,1.0,0,
2015-12-22,United States,South Korea,12,3.3333333333333335,3.0,0,
2015-12-29,Canada,United States,2,4.0,4.0,0,
2015-12-29,China,France,4,3.5,3.5,0,
2015-12-29,China,India,3,3.9,1.9,0,
2015-12-29,China,Japan,3,0.3333333333333333,-2.0,0,
2015-12-29,China,South Korea,7,3.0,1.0,0,
2015-12-29,China,United States,7,1.2571428571428573,-5.0,0,
2015-12-29,France,China,4,0.0,0.0,0,
2015-12-29,France,Germany,11,3.1818181818181817,1.0,0,
2015-12-29,Germany,France,14,2.5,0.0,0,
2015-12-29,India,China,5,2.1399999999999997,-5.0,0,
2015-12-29,India,United States,19,-1.2263157894736842,-10.0,0,
2015-12-29,Japan,Mexico,1,-10.0,-10.0,0,
2015-12-29,Japan,South Korea,116,6.411206896551724,-5.0,0,
2015-12-29,Mexico,Japan,1,-9.0,-9.0,0,
2015-12-29,Mexico,United States,18,-3.45,-5.0,0,
2015-12-29,South Korea,China,7,3.0,1.0,0,
2015-12-29,South Korea,Japan,125,5.372,-6.5,0,
2015-12-29,South Korea,United States,2,5.2,3.4,0,
2015-12-29,United States,Canada,2,2.25,0.0,0,
2015-12-29,United States,China,8,1.1125,-2.0,0,
2015-12-29,United States,France,1,0.0,0.0,0,
2015-12-29,United States,Germany,4,0.75,-9.0,0,
2015-12-29,United States,India,5,-0.82,-5.0,0,
2015-12-29,United States,Japan,6,2.6999999999999997,0.0,0,
2015-12-29,United States,Mexico,1,2.8,2.8,0,
2015-12-29,United States,South Korea,10,3.22,-2.0,0,
